,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
422,Manila,Barangay 490,0.03%,471,357,31.93%,6.01%,NULL,coastal,Manila Bay [South China Sea],"14.6142, 120.9892 (14° 37' North, 120° 59' East)",7.9 meters (25.9 feet)
423,Manila,Barangay 491,0.04%,813,905,-10.17%,-2.23%,NULL,coastal,Manila Bay [South China Sea],"14.6159, 120.9895 (14° 37' North, 120° 59' East)",9.4 meters (30.8 feet)
424,Manila,Barangay 492,0.06%,"1,107","1,110",-0.27%,-0.06%,NULL,coastal,Manila Bay [South China Sea],"14.6240, 120.9903 (14° 37' North, 120° 59' East)",8.5 meters (27.9 feet)
425,Manila,Barangay 493,0.06%,"1,170","1,077",8.64%,1.76%,NULL,coastal,Manila Bay [South China Sea],"14.6249, 120.9898 (14° 37' North, 120° 59' East)",7.9 meters (25.9 feet)
426,Manila,Barangay 494,0.13%,"2,318","1,967",17.84%,3.52%,NULL,coastal,Manila Bay [South China Sea],"14.6222, 120.9923 (14° 37' North, 120° 60' East)",7.5 meters (24.6 feet)
427,Manila,Barangay 495,0.10%,"1,906","1,908",-0.10%,-0.02%,NULL,coastal,Manila Bay [South China Sea],"14.6231, 120.9912 (14° 37' North, 120° 59' East)",8.8 meters (28.9 feet)
428,Manila,Barangay 496,0.06%,"1,177",989,19.01%,3.73%,NULL,coastal,Manila Bay [South China Sea],"14.6215, 120.9939 (14° 37' North, 120° 60' East)",8.8 meters (28.9 feet)
429,Manila,Barangay 497,0.08%,"1,489","1,289",15.52%,3.08%,NULL,coastal,Manila Bay [South China Sea],"14.6220, 120.9899 (14° 37' North, 120° 59' East)",9.1 meters (29.9 feet)
430,Manila,Barangay 498,0.06%,"1,033","1,291",-19.98%,-4.58%,NULL,coastal,Manila Bay [South China Sea],"14.6207, 120.9929 (14° 37' North, 120° 60' East)",7.5 meters (24.6 feet)
431,Manila,Barangay 499,0.08%,"1,498","1,551",-3.42%,-0.73%,NULL,coastal,Manila Bay [South China Sea],"14.6191, 120.9911 (14° 37' North, 120° 59' East)",6.0 meters (19.7 feet)
432,Manila,Barangay 5,0.07%,"1,288","1,199",7.42%,1.52%,NULL,coastal,Manila Bay [South China Sea],"14.6081, 120.9664 (14° 36' North, 120° 58' East)",8.0 meters (26.2 feet)
433,Manila,Barangay 50,0.23%,"4,217","3,869",8.99%,1.83%,NULL,coastal,Manila Bay [South China Sea],"14.6135, 120.9723 (14° 37' North, 120° 58' East)",4.3 meters (14.1 feet)
434,Manila,Barangay 500,0.14%,"2,562","2,717",-5.70%,-1.23%,NULL,coastal,Manila Bay [South China Sea],"14.6206, 120.9906 (14° 37' North, 120° 59' East)",7.8 meters (25.6 feet)
435,Manila,Barangay 501,0.05%,845,"1,402",-39.73%,-10.11%,NULL,coastal,Manila Bay [South China Sea],"14.6199, 120.9920 (14° 37' North, 120° 60' East)",6.6 meters (21.7 feet)
436,Manila,Barangay 502,0.04%,815,957,-14.84%,-3.32%,NULL,coastal,Manila Bay [South China Sea],"14.6146, 120.9971 (14° 37' North, 120° 60' East)",8.1 meters (26.6 feet)
437,Manila,Barangay 503,0.06%,"1,183","1,438",-17.73%,-4.03%,NULL,coastal,Manila Bay [South China Sea],"14.6139, 120.9963 (14° 37' North, 120° 60' East)",7.5 meters (24.6 feet)
438,Manila,Barangay 504,0.07%,"1,312","1,299",1.00%,0.21%,NULL,coastal,Manila Bay [South China Sea],"14.6156, 120.9960 (14° 37' North, 120° 60' East)",8.0 meters (26.2 feet)
439,Manila,Barangay 505,0.06%,"1,200","1,380",-13.04%,-2.90%,NULL,coastal,Manila Bay [South China Sea],"14.6149, 120.9951 (14° 37' North, 120° 60' East)",7.3 meters (23.9 feet)
440,Manila,Barangay 506,0.04%,668,610,9.51%,1.93%,NULL,coastal,Manila Bay [South China Sea],"14.6168, 120.9951 (14° 37' North, 120° 60' East)",7.1 meters (23.3 feet)
441,Manila,Barangay 507,0.08%,"1,532","1,448",5.80%,1.19%,NULL,coastal,Manila Bay [South China Sea],"14.6160, 120.9942 (14° 37' North, 120° 60' East)",7.7 meters (25.3 feet)
442,Manila,Barangay 508,0.05%,"1,006","1,217",-17.34%,-3.93%,NULL,coastal,Manila Bay [South China Sea],"14.6178, 120.9940 (14° 37' North, 120° 60' East)",8.8 meters (28.9 feet)
443,Manila,Barangay 509,0.07%,"1,260","1,599",-21.20%,-4.89%,NULL,coastal,Manila Bay [South China Sea],"14.6170, 120.9932 (14° 37' North, 120° 60' East)",5.6 meters (18.4 feet)
444,Manila,Barangay 51,0.14%,"2,580","3,019",-14.54%,-3.25%,NULL,coastal,Manila Bay [South China Sea],"14.6108, 120.9720 (14° 37' North, 120° 58' East)",4.4 meters (14.4 feet)
445,Manila,Barangay 510,0.06%,"1,134",876,29.45%,5.58%,NULL,coastal,Manila Bay [South China Sea],"14.6189, 120.9930 (14° 37' North, 120° 60' East)",9.4 meters (30.8 feet)
446,Manila,Barangay 511,0.07%,"1,338","1,323",1.13%,0.24%,NULL,coastal,Manila Bay [South China Sea],"14.6181, 120.9921 (14° 37' North, 120° 60' East)",8.8 meters (28.9 feet)
447,Manila,Barangay 512,0.13%,"2,473","2,197",12.56%,2.52%,NULL,coastal,Manila Bay [South China Sea],"14.6173, 120.9996 (14° 37' North, 120° 60' East)",16.7 meters (54.8 feet)
448,Manila,Barangay 513,0.11%,"2,033","1,778",14.34%,2.86%,NULL,coastal,Manila Bay [South China Sea],"14.6170, 120.9979 (14° 37' North, 120° 60' East)",6.8 meters (22.3 feet)
449,Manila,Barangay 514,0.12%,"2,283","2,394",-4.64%,-0.99%,NULL,coastal,Manila Bay [South China Sea],"14.6188, 120.9951 (14° 37' North, 120° 60' East)",9.5 meters (31.2 feet)
450,Manila,Barangay 515,0.12%,"2,166","2,489",-12.98%,-2.88%,NULL,coastal,Manila Bay [South China Sea],"14.6193, 120.9970 (14° 37' North, 120° 60' East)",8.6 meters (28.2 feet)
451,Manila,Barangay 516,0.06%,"1,087",895,21.45%,4.18%,NULL,coastal,Manila Bay [South China Sea],"14.6209, 120.9952 (14° 37' North, 120° 60' East)",9.2 meters (30.2 feet)
452,Manila,Barangay 517,0.06%,"1,029",883,16.53%,3.27%,NULL,coastal,Manila Bay [South China Sea],"14.6154, 120.9979 (14° 37' North, 120° 60' East)",7.2 meters (23.6 feet)
453,Manila,Barangay 518,0.10%,"1,908","1,965",-2.90%,-0.62%,NULL,coastal,Manila Bay [South China Sea],"14.6198, 120.9941 (14° 37' North, 120° 60' East)",6.7 meters (22.0 feet)
454,Manila,Barangay 519,0.07%,"1,311","1,408",-6.89%,-1.49%,NULL,coastal,Manila Bay [South China Sea],"14.6165, 120.9969 (14° 37' North, 120° 60' East)",7.8 meters (25.6 feet)
455,Manila,Barangay 52,0.15%,"2,732","2,876",-5.01%,-1.08%,NULL,coastal,Manila Bay [South China Sea],"14.6139, 120.9714 (14° 37' North, 120° 58' East)",4.5 meters (14.8 feet)
456,Manila,Barangay 520,0.03%,631,614,2.77%,0.58%,NULL,coastal,Manila Bay [South China Sea],"14.6178, 120.9962 (14° 37' North, 120° 60' East)",9.4 meters (30.8 feet)
457,Manila,Barangay 521,0.12%,"2,244","2,872",-21.87%,-5.06%,NULL,coastal,Manila Bay [South China Sea],"14.6120, 120.9981 (14° 37' North, 120° 60' East)",8.0 meters (26.2 feet)
458,Manila,Barangay 522,0.06%,"1,091",839,30.04%,5.68%,NULL,coastal,Manila Bay [South China Sea],"14.6127, 120.9984 (14° 37' North, 120° 60' East)",7.7 meters (25.3 feet)
459,Manila,Barangay 523,0.06%,"1,115","1,367",-18.43%,-4.20%,NULL,coastal,Manila Bay [South China Sea],"14.6131, 120.9992 (14° 37' North, 120° 60' East)",9.7 meters (31.8 feet)
460,Manila,Barangay 524,0.05%,865,916,-5.57%,-1.20%,NULL,coastal,Manila Bay [South China Sea],"14.6136, 120.9991 (14° 37' North, 120° 60' East)",10.3 meters (33.8 feet)
461,Manila,Barangay 525,0.10%,"1,784","1,783",0.06%,0.01%,NULL,coastal,Manila Bay [South China Sea],"14.6135, 121.0005 (14° 37' North, 121° 0' East)",13.2 meters (43.3 feet)
462,Manila,Barangay 526,0.04%,790,930,-15.05%,-3.38%,NULL,coastal,Manila Bay [South China Sea],"14.6144, 120.9998 (14° 37' North, 120° 60' East)",9.5 meters (31.2 feet)
463,Manila,Barangay 527,0.12%,"2,134","2,017",5.80%,1.19%,NULL,coastal,Manila Bay [South China Sea],"14.6140, 121.0025 (14° 37' North, 121° 0' East)",11.1 meters (36.4 feet)
464,Manila,Barangay 528,0.08%,"1,433","1,238",15.75%,3.13%,NULL,coastal,Manila Bay [South China Sea],"14.6153, 121.0002 (14° 37' North, 121° 0' East)",9.9 meters (32.5 feet)
465,Manila,Barangay 529,0.05%,935,"1,026",-8.87%,-1.94%,NULL,coastal,Manila Bay [South China Sea],"14.6142, 121.0016 (14° 37' North, 121° 0' East)",11.5 meters (37.7 feet)
466,Manila,Barangay 53,0.16%,"2,916","2,582",12.94%,2.59%,NULL,coastal,Manila Bay [South China Sea],"14.6152, 120.9727 (14° 37' North, 120° 58' East)",7.0 meters (23.0 feet)
467,Manila,Barangay 530,0.03%,483,760,-36.45%,-9.10%,NULL,coastal,Manila Bay [South China Sea],"14.6160, 121.0009 (14° 37' North, 121° 0' East)",11.9 meters (39.0 feet)
468,Manila,Barangay 531,0.05%,956,"1,431",-33.19%,-8.14%,NULL,coastal,Manila Bay [South China Sea],"14.6155, 121.0024 (14° 37' North, 121° 0' East)",9.9 meters (32.5 feet)
469,Manila,Barangay 532,0.05%,987,943,4.67%,0.96%,NULL,coastal,Manila Bay [South China Sea],"14.6129, 121.0015 (14° 37' North, 121° 0' East)",12.2 meters (40.0 feet)
470,Manila,Barangay 533,0.05%,913,975,-6.36%,-1.37%,NULL,coastal,Manila Bay [South China Sea],"14.6131, 121.0026 (14° 37' North, 121° 0' East)",11.5 meters (37.7 feet)
471,Manila,Barangay 534,0.06%,"1,096",984,11.38%,2.29%,NULL,coastal,Manila Bay [South China Sea],"14.6121, 121.0032 (14° 37' North, 121° 0' East)",11.2 meters (36.7 feet)
472,Manila,Barangay 535,0.06%,"1,035","1,047",-1.15%,-0.24%,NULL,coastal,Manila Bay [South China Sea],"14.6117, 121.0021 (14° 37' North, 121° 0' East)",12.1 meters (39.7 feet)
473,Manila,Barangay 536,0.05%,944,"1,146",-17.63%,-4.00%,NULL,coastal,Manila Bay [South China Sea],"14.6128, 121.0041 (14° 37' North, 121° 0' East)",11.1 meters (36.4 feet)
474,Manila,Barangay 537,0.06%,"1,085","1,148",-5.49%,-1.18%,NULL,coastal,Manila Bay [South China Sea],"14.6140, 121.0036 (14° 37' North, 121° 0' East)",9.7 meters (31.8 feet)
475,Manila,Barangay 538,0.04%,821,"1,020",-19.51%,-4.47%,NULL,coastal,Manila Bay [South China Sea],"14.6137, 121.0046 (14° 37' North, 121° 0' East)",9.5 meters (31.2 feet)
476,Manila,Barangay 539,0.10%,"1,846","1,576",17.13%,3.38%,NULL,coastal,Manila Bay [South China Sea],"14.6110, 121.0036 (14° 37' North, 121° 0' East)",11.8 meters (38.7 feet)
477,Manila,Barangay 54,0.09%,"1,648","1,791",-7.98%,-1.74%,NULL,coastal,Manila Bay [South China Sea],"14.6166, 120.9731 (14° 37' North, 120° 58' East)",6.0 meters (19.7 feet)
478,Manila,Barangay 540,0.11%,"1,951","1,906",2.36%,0.49%,NULL,coastal,Manila Bay [South China Sea],"14.6129, 121.0055 (14° 37' North, 121° 0' East)",11.8 meters (38.7 feet)
479,Manila,Barangay 541,0.03%,485,805,-39.75%,-10.12%,NULL,coastal,Manila Bay [South China Sea],"14.6124, 121.0063 (14° 37' North, 121° 0' East)",12.6 meters (41.3 feet)
480,Manila,Barangay 542,0.04%,802,900,-10.89%,-2.40%,NULL,coastal,Manila Bay [South China Sea],"14.6094, 121.0003 (14° 37' North, 121° 0' East)",6.1 meters (20.0 feet)
481,Manila,Barangay 543,0.04%,822,561,46.52%,8.37%,NULL,coastal,Manila Bay [South China Sea],"14.6105, 120.9993 (14° 37' North, 120° 60' East)",7.6 meters (24.9 feet)
482,Manila,Barangay 544,0.01%,164,90,82.22%,13.46%,NULL,coastal,Manila Bay [South China Sea],"14.6086, 121.0005 (14° 37' North, 121° 0' East)",6.9 meters (22.6 feet)
483,Manila,Barangay 545,0.05%,883,774,14.08%,2.81%,NULL,coastal,Manila Bay [South China Sea],"14.6088, 121.0022 (14° 37' North, 121° 0' East)",9.5 meters (31.2 feet)
484,Manila,Barangay 546,0.05%,892,977,-8.70%,-1.90%,NULL,coastal,Manila Bay [South China Sea],"14.6079, 121.0029 (14° 36' North, 121° 0' East)",10.7 meters (35.1 feet)
485,Manila,Barangay 547,0.06%,"1,059","1,321",-19.83%,-4.55%,NULL,coastal,Manila Bay [South China Sea],"14.6112, 121.0010 (14° 37' North, 121° 0' East)",11.2 meters (36.7 feet)
486,Manila,Barangay 548,0.04%,749,779,-3.85%,-0.82%,NULL,coastal,Manila Bay [South China Sea],"14.6111, 120.9997 (14° 37' North, 120° 60' East)",8.5 meters (27.9 feet)
487,Manila,Barangay 549,0.05%,867,869,-0.23%,-0.05%,NULL,coastal,Manila Bay [South China Sea],"14.6098, 121.0036 (14° 37' North, 121° 0' East)",12.1 meters (39.7 feet)
488,Manila,Barangay 55,0.13%,"2,492","2,797",-10.90%,-2.40%,NULL,coastal,Manila Bay [South China Sea],"14.6168, 120.9716 (14° 37' North, 120° 58' East)",6.6 meters (21.7 feet)
489,Manila,Barangay 550,0.05%,992,660,50.30%,8.96%,NULL,coastal,Manila Bay [South China Sea],"14.6084, 121.0013 (14° 37' North, 121° 0' East)",8.6 meters (28.2 feet)
490,Manila,Barangay 551,0.05%,959,931,3.01%,0.63%,NULL,coastal,Manila Bay [South China Sea],"14.6073, 121.0024 (14° 36' North, 121° 0' East)",8.6 meters (28.2 feet)
491,Manila,Barangay 552,0.05%,937,864,8.45%,1.72%,NULL,coastal,Manila Bay [South China Sea],"14.6089, 121.0033 (14° 37' North, 121° 0' East)",11.3 meters (37.1 feet)
492,Manila,Barangay 553,0.08%,"1,430","1,204",18.77%,3.69%,NULL,coastal,Manila Bay [South China Sea],"14.6093, 121.0017 (14° 37' North, 121° 0' East)",10.2 meters (33.5 feet)
493,Manila,Barangay 554,0.08%,"1,551","1,357",14.30%,2.85%,NULL,coastal,Manila Bay [South China Sea],"14.6101, 121.0011 (14° 37' North, 121° 0' East)",9.5 meters (31.2 feet)
494,Manila,Barangay 555,0.06%,"1,138","1,343",-15.26%,-3.43%,NULL,coastal,Manila Bay [South China Sea],"14.6114, 121.0080 (14° 37' North, 121° 0' East)",11.7 meters (38.4 feet)
495,Manila,Barangay 556,0.04%,822,702,17.09%,3.38%,NULL,coastal,Manila Bay [South China Sea],"14.6110, 121.0077 (14° 37' North, 121° 0' East)",10.9 meters (35.8 feet)
496,Manila,Barangay 557,0.07%,"1,262","1,270",-0.63%,-0.13%,NULL,coastal,Manila Bay [South China Sea],"14.6104, 121.0079 (14° 37' North, 121° 0' East)",10.0 meters (32.8 feet)
497,Manila,Barangay 558,0.07%,"1,260","1,235",2.02%,0.42%,NULL,coastal,Manila Bay [South China Sea],"14.6110, 121.0066 (14° 37' North, 121° 0' East)",9.5 meters (31.2 feet)
498,Manila,Barangay 559,0.07%,"1,285","1,188",8.16%,1.67%,NULL,coastal,Manila Bay [South China Sea],"14.6104, 121.0068 (14° 37' North, 121° 0' East)",8.9 meters (29.2 feet)
499,Manila,Barangay 56,0.19%,"3,457","3,324",4.00%,0.83%,NULL,coastal,Manila Bay [South China Sea],"14.6105, 120.9704 (14° 37' North, 120° 58' East)",6.6 meters (21.7 feet)
500,Manila,Barangay 560,0.06%,"1,103","1,183",-6.76%,-1.46%,NULL,coastal,Manila Bay [South China Sea],"14.6099, 121.0096 (14° 37' North, 121° 1' East)",10.5 meters (34.4 feet)
501,Manila,Barangay 561,0.13%,"2,332","2,419",-3.60%,-0.77%,NULL,coastal,Manila Bay [South China Sea],"14.6100, 121.0065 (14° 37' North, 121° 0' East)",9.2 meters (30.2 feet)
502,Manila,Barangay 562,0.14%,"2,583","2,404",7.45%,1.52%,NULL,coastal,Manila Bay [South China Sea],"14.6096, 121.0062 (14° 37' North, 121° 0' East)",9.3 meters (30.5 feet)
503,Manila,Barangay 563,0.08%,"1,526","1,455",4.88%,1.01%,NULL,coastal,Manila Bay [South China Sea],"14.6093, 121.0059 (14° 37' North, 121° 0' East)",9.1 meters (29.9 feet)
504,Manila,Barangay 564,0.08%,"1,430","1,362",4.99%,1.03%,NULL,coastal,Manila Bay [South China Sea],"14.6090, 121.0057 (14° 37' North, 121° 0' East)",8.9 meters (29.2 feet)
505,Manila,Barangay 565,0.13%,"2,464","2,239",10.05%,2.04%,NULL,coastal,Manila Bay [South China Sea],"14.6080, 121.0062 (14° 36' North, 121° 0' East)",8.1 meters (26.6 feet)
506,Manila,Barangay 566,0.12%,"2,160","2,078",3.95%,0.82%,NULL,coastal,Manila Bay [South China Sea],"14.6080, 121.0080 (14° 36' North, 121° 0' East)",9.4 meters (30.8 feet)
507,Manila,Barangay 567,0.13%,"2,318","2,317",0.04%,0.01%,NULL,coastal,Manila Bay [South China Sea],"14.6076, 121.0058 (14° 36' North, 121° 0' East)",6.2 meters (20.3 feet)
508,Manila,Barangay 568,0.10%,"1,847","2,017",-8.43%,-1.84%,NULL,coastal,Manila Bay [South China Sea],"14.6091, 121.0089 (14° 37' North, 121° 1' East)",11.3 meters (37.1 feet)
509,Manila,Barangay 569,0.11%,"2,086","2,093",-0.33%,-0.07%,NULL,coastal,Manila Bay [South China Sea],"14.6050, 121.0079 (14° 36' North, 121° 0' East)",12.0 meters (39.4 feet)
510,Manila,Barangay 57,0.05%,882,"1,115",-20.90%,-4.81%,NULL,coastal,Manila Bay [South China Sea],"14.6107, 120.9688 (14° 37' North, 120° 58' East)",8.6 meters (28.2 feet)
511,Manila,Barangay 570,0.11%,"2,002","2,033",-1.52%,-0.32%,NULL,coastal,Manila Bay [South China Sea],"14.6043, 121.0061 (14° 36' North, 121° 0' East)",12.3 meters (40.4 feet)
512,Manila,Barangay 571,0.11%,"2,097","2,006",4.54%,0.94%,NULL,coastal,Manila Bay [South China Sea],"14.6051, 121.0055 (14° 36' North, 121° 0' East)",7.9 meters (25.9 feet)
513,Manila,Barangay 572,0.10%,"1,856","1,667",11.34%,2.29%,NULL,coastal,Manila Bay [South China Sea],"14.6061, 121.0063 (14° 36' North, 121° 0' East)",7.5 meters (24.6 feet)
514,Manila,Barangay 573,0.05%,947,950,-0.32%,-0.07%,NULL,coastal,Manila Bay [South China Sea],"14.6071, 121.0039 (14° 36' North, 121° 0' East)",10.0 meters (32.8 feet)
515,Manila,Barangay 574,0.08%,"1,479","1,343",10.13%,2.05%,NULL,coastal,Manila Bay [South China Sea],"14.6062, 121.0048 (14° 36' North, 121° 0' East)",6.3 meters (20.7 feet)
516,Manila,Barangay 575,0.05%,"1,007",909,10.78%,2.18%,NULL,coastal,Manila Bay [South China Sea],"14.6070, 121.0053 (14° 36' North, 121° 0' East)",7.6 meters (24.9 feet)
517,Manila,Barangay 576,0.20%,"3,603","2,746",31.21%,5.88%,NULL,coastal,Manila Bay [South China Sea],"14.6053, 121.0042 (14° 36' North, 121° 0' East)",6.4 meters (21.0 feet)
518,Manila,Barangay 577,0.05%,985,720,36.81%,6.82%,NULL,coastal,Manila Bay [South China Sea],"14.6079, 121.0043 (14° 36' North, 121° 0' East)",11.4 meters (37.4 feet)
519,Manila,Barangay 578,0.06%,"1,100","1,124",-2.14%,-0.45%,NULL,coastal,Manila Bay [South China Sea],"14.6039, 121.0091 (14° 36' North, 121° 1' East)",8.3 meters (27.2 feet)
520,Manila,Barangay 579,0.09%,"1,703","1,615",5.45%,1.12%,NULL,coastal,Manila Bay [South China Sea],"14.6028, 121.0092 (14° 36' North, 121° 1' East)",6.5 meters (21.3 feet)
521,Manila,Barangay 58,0.20%,"3,719","3,735",-0.43%,-0.09%,NULL,coastal,Manila Bay [South China Sea],"14.6124, 120.9704 (14° 37' North, 120° 58' East)",5.1 meters (16.7 feet)
522,Manila,Barangay 580,0.11%,"2,008","1,876",7.04%,1.44%,NULL,coastal,Manila Bay [South China Sea],"14.6041, 121.0073 (14° 36' North, 121° 0' East)",12.0 meters (39.4 feet)
523,Manila,Barangay 581,0.13%,"2,461","2,136",15.22%,3.03%,NULL,coastal,Manila Bay [South China Sea],"14.6055, 121.0100 (14° 36' North, 121° 1' East)",14.5 meters (47.6 feet)
524,Manila,Barangay 582,0.08%,"1,563","1,582",-1.20%,-0.25%,NULL,coastal,Manila Bay [South China Sea],"14.6091, 121.0107 (14° 37' North, 121° 1' East)",9.2 meters (30.2 feet)
525,Manila,Barangay 583,0.07%,"1,278","1,327",-3.69%,-0.79%,NULL,coastal,Manila Bay [South China Sea],"14.6086, 121.0100 (14° 37' North, 121° 1' East)",9.0 meters (29.5 feet)
526,Manila,Barangay 584,0.18%,"3,411","3,941",-13.45%,-2.99%,NULL,coastal,Manila Bay [South China Sea],"14.6075, 121.0113 (14° 36' North, 121° 1' East)",10.0 meters (32.8 feet)
527,Manila,Barangay 585,0.06%,"1,090",907,20.18%,3.94%,NULL,coastal,Manila Bay [South China Sea],"14.6043, 121.0133 (14° 36' North, 121° 1' East)",15.4 meters (50.5 feet)
528,Manila,Barangay 586,0.28%,"5,105","2,340",118.16%,17.84%,NULL,coastal,Manila Bay [South China Sea],"14.6050, 121.0155 (14° 36' North, 121° 1' East)",14.1 meters (46.3 feet)
529,Manila,Barangay 587,0.16%,"2,920","1,699",71.87%,12.07%,NULL,coastal,Manila Bay [South China Sea],"14.6011, 121.0140 (14° 36' North, 121° 1' East)",15.1 meters (49.5 feet)
530,Manila,Barangay 587-A,0.07%,"1,277","1,332",-4.13%,-0.88%,NULL,coastal,Manila Bay [South China Sea],"14.6020, 121.0155 (14° 36' North, 121° 1' East)",9.0 meters (29.5 feet)
531,Manila,Barangay 588,0.05%,989,"1,359",-27.23%,-6.47%,NULL,coastal,Manila Bay [South China Sea],"14.6007, 121.0160 (14° 36' North, 121° 1' East)",9.7 meters (31.8 feet)
532,Manila,Barangay 589,0.04%,660,832,-20.67%,-4.76%,NULL,coastal,Manila Bay [South China Sea],"14.5989, 121.0166 (14° 36' North, 121° 1' East)",10.1 meters (33.1 feet)
533,Manila,Barangay 59,0.06%,"1,112","2,000",-44.40%,-11.62%,NULL,coastal,Manila Bay [South China Sea],"14.6129, 120.9693 (14° 37' North, 120° 58' East)",5.5 meters (18.0 feet)
534,Manila,Barangay 590,0.17%,"3,209","3,368",-4.72%,-1.01%,NULL,coastal,Manila Bay [South China Sea],"14.5981, 121.0144 (14° 36' North, 121° 1' East)",10.2 meters (33.5 feet)
